name,iso_country,iso_region,scheduled_service,iata_code
Diori Hamani International Airport,NE,NE-8,yes,NIM
Mano Dayak International Airport,NE,NE-1,yes,AJY
Zinder Airport,NE,NE-7,yes,ZND
Tabarka-Aïn Draham International Airport,TN,TN-32,yes,TBJ
Monastir Habib Bourguiba International Airport,TN,TN-52,yes,MIR
Enfidha - Hammamet International Airport,TN,TN-51,yes,NBE
Tunis Carthage International Airport,TN,TN-11,yes,TUN
Gafsa Ksar International Airport,TN,TN-71,yes,GAF
Gabès Matmata International Airport,TN,TN-81,yes,GAE
Djerba Zarzis International Airport,TN,TN-82,yes,DJE
Sfax Thyna International Airport,TN,TN-61,yes,SFA
Tozeur Nefta International Airport,TN,TN-72,yes,TOE
Diyawanna Oya Seaplane Base,LK,LK-1,yes,DWO
Lomé–Tokoin International Airport,TG,TG-M,yes,LFW
Dazhou Jinya Airport,CN,CN-51,yes,DZH
Antwerp International Airport (Deurne),BE,BE-VAN,yes,ANR
Brussels Airport,BE,BE-VBR,yes,BRU
Brussels South Charleroi Airport,BE,BE-WHT,yes,CRL
Liège Airport,BE,BE-WLG,yes,LGG
Oostende-Brugge International Airport,BE,BE-VWV,yes,OST
Edna Bay Seaplane Base,US,US-AK,yes,EDA
Heringsdorf Airport,DE,DE-MV,yes,HDF
Berlin Brandenburg Airport,DE,DE-BR,yes,BER
Dresden Airport,DE,DE-SN,yes,DRS
Erfurt-Weimar Airport,DE,DE-TH,yes,ERF
Frankfurt Airport,DE,DE-HE,yes,FRA
Münster Osnabrück Airport,DE,DE-NW,yes,FMO
Hamburg Helmut Schmidt Airport,DE,DE-HH,yes,HAM
Cologne Bonn Airport,DE,DE-NW,yes,CGN
Düsseldorf Airport,DE,DE-NW,yes,DUS
Munich Airport,DE,DE-BY,yes,MUC
Nuremberg Airport,DE,DE-BY,yes,NUE
Leipzig/Halle Airport,DE,DE-SN,yes,LEJ
Saarbrücken Airport,DE,DE-SL,yes,SCN
Stuttgart Airport,DE,DE-BW,yes,STR
Hannover Airport,DE,DE-NI,yes,HAJ
Bremen Airport,DE,DE-HB,yes,BRE
Frankfurt-Hahn Airport,DE,DE-RP,yes,HHN
Mannheim-City Airport,DE,DE-BW,yes,MHG
Lübeck Blankensee Airport,DE,DE-SH,yes,LBC
Memmingen Allgau Airport,DE,DE-BY,yes,FMM
Paderborn Lippstadt Airport,DE,DE-NW,yes,PAD
Weeze Airport,DE,DE-NW,yes,NRN
Dortmund Airport,DE,DE-NW,yes,DTM
Friedrichshafen Airport,DE,DE-BW,yes,FDH
Karlsruhe Baden-Baden Airport,DE,DE-BW,yes,FKB
Kassel Airport,DE,DE-HE,yes,KSF
Emden Airport,DE,DE-NI,yes,EME
Wangerooge Airport,DE,DE-NI,yes,AGE
Juist Airport,DE,DE-NI,yes,JUI
Borkum Airport,DE,DE-NI,yes,BMK
Norden-Norddeich Airport,DE,DE-NI,yes,NOD
Norderney Airport,DE,DE-NI,yes,NRD
Baltrum Airport,DE,DE-NI,yes,BMR
Heide-Büsum Airport,DE,DE-SH,yes,HEI
Helgoland-Düne Airport,DE,DE-SH,yes,HGL
Westerland Sylt Airport,DE,DE-SH,yes,GWT
Kärdla Airport,EE,EE-39,yes,KDL
Kuressaare Airport,EE,EE-74,yes,URE
Pärnu Airport,EE,EE-67,yes,EPU
Lennart Meri Tallinn Airport,EE,EE-37,yes,TLL
Tartu Airport,EE,EE-7B,yes,TAY
Enontekio Airport,FI,FI-10,yes,ENF
Helsinki Vantaa Airport,FI,FI-18,yes,HEL
Ivalo Airport,FI,FI-10,yes,IVL
Joensuu Airport,FI,FI-13,yes,JOE
Jyväskylä Airport,FI,FI-08,yes,JYV
Kemi-Tornio Airport,FI,FI-10,yes,KEM
Kajaani Airport,FI,FI-05,yes,KAJ
Kokkola-Pietarsaari Airport,FI,FI-07,yes,KOK
Kuusamo Airport,FI,FI-14,yes,KAO
Kittilä Airport,FI,FI-10,yes,KTT
Kuopio Airport,FI,FI-15,yes,KUO
Lappeenranta Airport,FI,FI-02,yes,LPP
Mariehamn Airport,FI,FI-01,yes,MHQ
Oulu Airport,FI,FI-14,yes,OUL
Pori Airport,FI,FI-17,yes,POR
Rovaniemi Airport,FI,FI-10,yes,RVN
Savonlinna Airport,FI,FI-04,yes,SVL
Tampere-Pirkkala Airport,FI,FI-11,yes,TMP
Turku Airport,FI,FI-19,yes,TKU
Vaasa Airport,FI,FI-12,yes,VAA
Belfast International Airport,GB,GB-NIR,yes,BFS
George Best Belfast City Airport,GB,GB-NIR,yes,BHD
City of Derry Airport,GB,GB-NIR,yes,LDY
Birmingham International Airport,GB,GB-ENG,yes,BHX
Manchester Airport,GB,GB-ENG,yes,MAN
Campbeltown Airport,GB,GB-SCT,yes,CAL
Eday Airport,GB,GB-SCT,yes,EOI
Fair Isle Airport,GB,GB-SCT,yes,FIE
North Ronaldsay Airport,GB,GB-SCT,yes,NRL
Papa Westray Airport,GB,GB-SCT,yes,PPW
Stronsay Airport,GB,GB-SCT,yes,SOY
Sanday Airport,GB,GB-SCT,yes,NDY
Lerwick / Tingwall Airport,GB,GB-SCT,yes,LWK
Westray Airport,GB,GB-SCT,yes,WRY
Cardiff International Airport,GB,GB-WLS,yes,CWL
Bristol Airport,GB,GB-ENG,yes,BRS
Liverpool John Lennon Airport,GB,GB-ENG,yes,LPL
London Luton Airport,GB,GB-ENG,yes,LTN
Land's End Airport,GB,GB-ENG,yes,LEQ
St. Mary's Airport,GB,GB-ENG,yes,ISC
Bournemouth Airport,GB,GB-ENG,yes,BOH
Southampton Airport,GB,GB-ENG,yes,SOU
Cornwall Airport Newquay,GB,GB-ENG,yes,NQY
Alderney Airport,GG,GG-A,yes,ACI
Guernsey Airport,GG,GG-G,yes,GCI
Jersey Airport,JE,JE-U-A,yes,JER
London Gatwick Airport,GB,GB-ENG,yes,LGW
London City Airport,GB,GB-ENG,yes,LCY
London Heathrow Airport,GB,GB-ENG,yes,LHR
London Southend Airport,GB,GB-ENG,yes,SEN
Blackpool International Airport,GB,GB-ENG,yes,BLK
Humberside Airport,GB,GB-ENG,yes,HUY
Leeds Bradford Airport,GB,GB-ENG,yes,LBA
Isle of Man Airport,IM,IM-U-A,yes,IOM
Newcastle Airport,GB,GB-ENG,yes,NCL
Teesside International Airport,GB,GB-ENG,yes,MME
East Midlands Airport,GB,GB-ENG,yes,EMA
Anglesey Airport,GB,GB-WLS,yes,VLY
Kirkwall Airport,GB,GB-SCT,yes,KOI
Sumburgh Airport,GB,GB-SCT,yes,LSI
Wick Airport,GB,GB-SCT,yes,WIC
Aberdeen Dyce Airport,GB,GB-SCT,yes,ABZ
Inverness Airport,GB,GB-SCT,yes,INV
Glasgow International Airport,GB,GB-SCT,yes,GLA
Edinburgh Airport,GB,GB-SCT,yes,EDI
Islay Airport,GB,GB-SCT,yes,ILY
Glasgow Prestwick Airport,GB,GB-SCT,yes,PIK
Benbecula Airport,GB,GB-SCT,yes,BEB
Dundee Airport,GB,GB-SCT,yes,DND
Stornoway Airport,GB,GB-SCT,yes,SYY
Barra Airport,GB,GB-SCT,yes,BRR
Tiree Airport,GB,GB-SCT,yes,TRE
Norwich Airport,GB,GB-ENG,yes,NWI
London Stansted Airport,GB,GB-ENG,yes,STN
Exeter International Airport,GB,GB-ENG,yes,EXT
Mount Pleasant Airport,FK,FK-U-A,yes,MPN
Amsterdam Airport Schiphol,NL,NL-NH,yes,AMS
Maastricht Aachen Airport,NL,NL-LI,yes,MST
Eindhoven Airport,NL,NL-NB,yes,EIN
Groningen Airport Eelde,NL,NL-DR,yes,GRQ
Rotterdam The Hague Airport,NL,NL-ZH,yes,RTM
Ezhou Huahu Airport,CN,CN-13,yes,EHU
Connemara Regional Airport,IE,IE-G,yes,NNR
Cork Airport,IE,IE-C,yes,ORK
Galway Airport,IE,IE-G,yes,GWY
Donegal Airport,IE,IE-DL,yes,CFN
Dublin Airport,IE,IE-D,yes,DUB
Inishmore Aerodrome,IE,IE-G,yes,IOR
Inisheer Aerodrome,IE,IE-G,yes,INQ
Ireland West Knock Airport,IE,IE-MO,yes,NOC
Kerry Airport,IE,IE-KY,yes,KIR
Inishmaan Aerodrome,IE,IE-G,yes,IIA
Shannon Airport,IE,IE-CE,yes,SNN
Ejin Banner Taolai Airport,CN,CN-15,yes,EJN
Enejit Airport,MH,MH-MIL,yes,EJT
Aarhus Airport,DK,DK-82,yes,AAR
Billund Airport,DK,DK-83,yes,BLL
Copenhagen Kastrup Airport,DK,DK-84,yes,CPH
Esbjerg Airport,DK,DK-83,yes,EBJ
Karup Airport,DK,DK-82,yes,KRP
Læsø Airport,DK,DK-81,yes,BYR
Odense Airport,DK,DK-83,yes,ODE
Copenhagen Roskilde Airport,DK,DK-85,yes,RKE
Bornholm Airport,DK,DK-84,yes,RNN
Sønderborg Airport,DK,DK-83,yes,SGD
Sindal Airport,DK,DK-81,yes,CNL
Vágar Airport,FO,FO-U-A,yes,FAE
Aalborg Airport,DK,DK-81,yes,AAL
Luxembourg-Findel International Airport,LU,LU-L,yes,LUX
"Ålesund Airport, Vigra",NO,NO-15,yes,AES
"Andøya Airport, Andenes",NO,NO-18,yes,ANX
Alta Airport,NO,NO-54,yes,ALF
"Førde Airport, Bringeland",NO,NO-46,yes,FDE
"Brønnøysund Airport, Brønnøy",NO,NO-18,yes,BNN
Bodø Airport,NO,NO-18,yes,BOO
"Bergen Airport, Flesland",NO,NO-46,yes,BGO
Båtsfjord Airport,NO,NO-54,yes,BJF
Berlevåg Airport,NO,NO-54,yes,BVG
"Kristiansand Airport, Kjevik",NO,NO-42,yes,KRS
Bardufoss Airport,NO,NO-54,yes,BDU
"Harstad/Narvik Airport, Evenes",NO,NO-18,yes,EVE
Florø Airport,NO,NO-46,yes,FRO
"Oslo Airport, Gardermoen",NO,NO-30,yes,OSL
"Haugesund Airport, Karmøy",NO,NO-11,yes,HAU
Hammerfest Airport,NO,NO-54,yes,HFT
Hasvik Airport,NO,NO-54,yes,HAA
"Honningsvåg Airport, Valan",NO,NO-54,yes,HVG
"Kristiansund Airport, Kvernberget",NO,NO-15,yes,KSU
"Kirkenes Airport, Høybuktmoen",NO,NO-54,yes,KKN
Leknes Airport,NO,NO-18,yes,LKN
Mehamn Airport,NO,NO-54,yes,MEH
"Molde Airport, Årø",NO,NO-15,yes,MOL
"Mosjøen Airport, Kjærstad",NO,NO-18,yes,MJF
"Lakselv Airport, Banak",NO,NO-54,yes,LKL
Namsos Airport,NO,NO-50,yes,OSY
Ørland Airport,NO,NO-50,yes,OLA
"Ørsta-Volda Airport, Hovden",NO,NO-15,yes,HOV
"Mo i Rana Airport, Røssvoll",NO,NO-18,yes,MQN
"Rørvik Airport, Ryum",NO,NO-50,yes,RVK
Røros Airport,NO,NO-50,yes,RRS
Røst Airport,NO,NO-18,yes,RET
"Svalbard Airport, Longyear",NO,NO-21,yes,LYR
"Sandane Airport, Anda",NO,NO-46,yes,SDN
"Sogndal Airport, Haukåsen",NO,NO-46,yes,SOG
"Svolvær Airport, Helle",NO,NO-18,yes,SVJ
"Stokmarknes Airport, Skagen",NO,NO-18,yes,SKN
"Stord Airport, Sørstokken",NO,NO-46,yes,SRP
Sørkjosen Airport,NO,NO-54,yes,SOJ
"Vardø Airport, Svartnes",NO,NO-54,yes,VAW
"Sandnessjøen Airport, Stokka",NO,NO-18,yes,SSJ
"Tromsø Airport, Langnes",NO,NO-54,yes,TOS
"Sandefjord Airport, Torp",NO,NO-39,yes,TRF
"Trondheim Airport, Værnes",NO,NO-50,yes,TRD
Vadsø Airport,NO,NO-54,yes,VDS
Yan'an Nanniwan Airport,CN,CN-61,yes,ENY
"Stavanger Airport, Sola",NO,NO-11,yes,SVG
Bydgoszcz Ignacy Jan Paderewski Airport,PL,PL-KP,yes,BZG
Gdańsk Lech Wałęsa Airport,PL,PL-PM,yes,GDN
Kraków John Paul II International Airport,PL,PL-MA,yes,KRK
Katowice Wojciech Korfanty International Airport,PL,PL-SL,yes,KTW
Lublin Airport,PL,PL-LU,yes,LUZ
Łódź Władysław Reymont Airport,PL,PL-LD,yes,LCJ
Modlin Airport,PL,PL-MZ,yes,WMI
Poznań-Ławica Airport,PL,PL-WP,yes,POZ
Radom Airport,PL,PL-MZ,yes,RDO
Rzeszów-Jasionka Airport,PL,PL-PK,yes,RZE
"Szczecin-Goleniów ""Solidarność"" Airport",PL,PL-ZP,yes,SZZ
Olsztyn-Mazury Airport,PL,PL-WN,yes,SZY
Warsaw Chopin Airport,PL,PL-MZ,yes,WAW
Copernicus Wrocław Airport,PL,PL-DS,yes,WRO
Zielona Góra-Babimost Airport,PL,PL-LB,yes,IEG
Ronneby Airport,SE,SE-K,yes,RNB
Göteborg Landvetter Airport,SE,SE-Q,yes,GOT
Jönköping Airport,SE,SE-F,yes,JKG
Trollhättan-Vänersborg Airport,SE,SE-Q,yes,THN
Mora Airport,SE,SE-W,yes,MXX
Stockholm Skavsta Airport,SE,SE-D,yes,NYO
Scandinavian Mountains Airport,SE,SE-W,yes,SCR
Kristianstad Airport,SE,SE-M,yes,KID
Kalmar Airport,SE,SE-H,yes,KLR
Malmö Sturup Airport,SE,SE-M,yes,MMX
Halmstad Airport,SE,SE-N,yes,HAD
Växjö Kronoberg Airport,SE,SE-G,yes,VXO
Sveg Airport,SE,SE-Z,yes,EVG
Gällivare Airport,SE,SE-BD,yes,GEV
Kramfors-Sollefteå Höga Kusten Airport,SE,SE-Y,yes,KRF
Lycksele Airport,SE,SE-AC,yes,LYC
Sundsvall-Härnösand Airport,SE,SE-Y,yes,SDL
Örnsköldsvik Airport,SE,SE-Y,yes,OER
Kiruna Airport,SE,SE-BD,yes,KRN
Skellefteå Airport,SE,SE-AC,yes,SFT
Umeå Airport,SE,SE-AC,yes,UME
Vilhelmina South Lapland Airport,SE,SE-AC,yes,VHM
Arvidsjaur Airport,SE,SE-BD,yes,AJR
Åre Östersund Airport,SE,SE-Z,yes,OSD
Örebro Airport,SE,SE-T,yes,ORB
Hagfors Airport,SE,SE-S,yes,HFS
Karlstad Airport,SE,SE-S,yes,KSD
Stockholm Västerås Airport,SE,SE-U,yes,VST
Luleå Airport,SE,SE-BD,yes,LLA
Stockholm-Arlanda Airport,SE,SE-AB,yes,ARN
Stockholm-Bromma Airport,SE,SE-AB,yes,BMA
Dala Airport,SE,SE-W,yes,BLE
Linköping City Airport,SE,SE-E,yes,LPI
Norrköping Airport,SE,SE-E,yes,NRK
Torsby Airport,SE,SE-S,yes,TYF
Visby Airport,SE,SE-I,yes,VBY
Ängelholm-Helsingborg Airport,SE,SE-M,yes,AGH
Pajala Airport,SE,SE-BD,yes,PJA
Hemavan Airport,SE,SE-AC,yes,HMV
Kombolcha Airport,ET,ET-AM,yes,DSE
Shire Inda Selassie Airport,ET,ET-TI,yes,SHC
Nordholz Naval Airbase,DE,DE-NI,yes,FCN
Rostock-Laage Airport,DE,DE-MV,yes,RLG
Riga International Airport,LV,LV-062,yes,RIX
Excursion Inlet Seaplane Base,US,US-AK,yes,EXI
Kaunas International Airport,LT,LT-KU,yes,KUN
Palanga International Airport,LT,LT-KL,yes,PLQ
Vilnius International Airport,LT,LT-VL,yes,VNO
Bram Fischer International Airport,ZA,ZA-FS,yes,BFN
Cape Town International Airport,ZA,ZA-WC,yes,CPT
Ben Schoeman Airport,ZA,ZA-EC,yes,ELS
George Airport,ZA,ZA-WC,yes,GRJ
Hoedspruit Air Force Base Airport,ZA,ZA-NP,yes,HDS
Kimberley Airport,ZA,ZA-NC,yes,KIM
Kruger Mpumalanga International Airport,ZA,ZA-MP,yes,MQP
Lanseria International Airport,ZA,ZA-GT,yes,HLA
King Shaka International Airport,ZA,ZA-NL,yes,DUR
Malamala Airport,ZA,ZA-MP,yes,AAM
Margate Airport,ZA,ZA-NL,yes,MGH
Mmabatho International Airport,ZA,ZA-NW,yes,MBD
O.R. Tambo International Airport,ZA,ZA-GT,yes,JNB
Chief Dawid Stuurman International Airport,ZA,ZA-EC,yes,PLZ
Plettenberg Bay Airport,ZA,ZA-WC,yes,PBZ
Hendrik Van Eck Airport,ZA,ZA-NP,yes,PHW
Pietermaritzburg Airport,ZA,ZA-NL,yes,PZB
Pilanesberg International Airport,ZA,ZA-NW,yes,NTY
Polokwane International Airport,ZA,ZA-NP,yes,PTG
Richards Bay Airport,ZA,ZA-NL,yes,RCB
Sishen Airport,ZA,ZA-NC,yes,SIS
Pierre Van Ryneveld Airport,ZA,ZA-NC,yes,UTN
K. D. Matanzima Airport,ZA,ZA-EC,yes,UTT
P G Matante Intl,BW,BW-FR,yes,FRW
Ghanzi Airport,BW,BW-GH,yes,GNZ
Jwaneng Airport,BW,BW-JW,yes,JWA
Kasane Airport,BW,BW-CH,yes,BBK
Maun Airport,BW,BW-NW,yes,MUB
Orapa Airport,BW,BW-CE,yes,ORP
Sir Seretse Khama International Airport,BW,BW-GA,yes,GBE
Selebi Phikwe Airport,BW,BW-SP,yes,PKW
Shakawe Airport,BW,BW-NW,yes,SWX
Tuli Lodge Airport,BW,BW-CE,yes,TLD
Maya-Maya Airport,CG,CG-12,yes,BZV
Ngot Nzoungou Airport,CG,CG-9,yes,DIS
Antonio Agostinho-Neto International Airport,CG,CG-5,yes,PNR
King Mswati III International Airport,SZ,SZ-LU,yes,SHO
Bangui M'Poko International Airport,CF,CF-MP,yes,BGF
Annobón Airport,GQ,GQ-AN,yes,NBN
Bata Airport,GQ,GQ-LI,yes,BSG
Malabo Airport,GQ,GQ-BN,yes,SSG
RAF Ascension Island,SH,SH-AC,yes,ASI
Saint Helena Airport,SH,SH-SH,yes,HLE
Sir Seewoosagur Ramgoolam International Airport,MU,MU-GP,yes,MRU
Sir Charles Gaetan Duval Airport,MU,MU-VP,yes,RRG
Douala International Airport,CM,CM-LT,yes,DLA
Salak Airport,CM,CM-EN,yes,MVR
N'Gaoundéré Airport,CM,CM-AD,yes,NGE
Garoua International Airport,CM,CM-NO,yes,GOU
Yaoundé Nsimalen International Airport,CM,CM-CE,yes,NSI
Chipata Airport,ZM,ZM-03,yes,CIP
Kasama Airport,ZM,ZM-05,yes,KAA
Harry Mwanga Nkumbula International Airport,ZM,ZM-07,yes,LVI
Kenneth Kaunda International Airport,ZM,ZM-09,yes,LUN
Mfuwe Airport,ZM,ZM-03,yes,MFU
Simon Mwansa Kapwepwe International Airport,ZM,ZM-08,yes,NLA
Solwesi Airport,ZM,ZM-06,yes,SLI
Prince Said Ibrahim International Airport,KM,KM-G,yes,HAH
Mohéli Bandar Es Eslam Airport,KM,KM-M,yes,NWA
Ouani Airport,KM,KM-A,yes,AJN
Dzaoudzi Pamandzi International Airport,YT,YT-U-A,yes,DZA
Roland Garros Airport,RE,RE-SD,yes,RUN
Pierrefonds Airport,RE,RE-SR,yes,ZSE
Antsalova Airport,MG,MG-M,yes,WAQ
Ivato Airport,MG,MG-T,yes,TNR
Ankavandra Airport,MG,MG-U,yes,JVA
Belo sur Tsiribihina Airport,MG,MG-U,yes,BMD
Miandrivazo Airport,MG,MG-U,yes,ZVA
Maintirano Airport,MG,MG-M,yes,MXT
Morafenobe Airport,MG,MG-M,yes,TVA
Sainte Marie Airport,MG,MG-A,yes,SMS
Toamasina Ambalamanasy Airport,MG,MG-A,yes,TMM
Tambohorano Airport,MG,MG-M,yes,WTA
Morondava Airport,MG,MG-U,yes,MOQ
Tsiroanomandidy Airport,MG,MG-T,yes,WTS
Ambatondrazaka Airport,MG,MG-A,yes,WAM
Arrachart Airport,MG,MG-D,yes,DIE
Mananara Nord Airport,MG,MG-A,yes,WMR
Port Bergé Airport,MG,MG-M,yes,WPB
Antsirabe Airport,MG,MG-D,yes,ANM
Analalava Airport,MG,MG-M,yes,HVA
Amborovy Airport,MG,MG-M,yes,MJN
Fascene Airport,MG,MG-D,yes,NOS
Soalala Airport,MG,MG-M,yes,DWB
Mampikony Airport,MG,MG-M,yes,WMP
Besalampy Airport,MG,MG-M,yes,BPY
Maroantsetra Airport,MG,MG-A,yes,WMN
Sambava Airport,MG,MG-D,yes,SVB
Tsaratanana Airport,MG,MG-M,yes,TTS
Vohemar Airport,MG,MG-D,yes,VOH
Ambalabe Airport,MG,MG-M,yes,WAI
Mandritsara Airport,MG,MG-M,yes,WMA
Tôlanaro Airport,MG,MG-U,yes,FTU
Fianarantsoa Airport,MG,MG-F,yes,WFI
Farafangana Airport,MG,MG-F,yes,RVA
Manja Airport,MG,MG-U,yes,MJA
Manakara Airport,MG,MG-F,yes,WVK
Mananjary Airport,MG,MG-F,yes,MNJ
Morombe Airport,MG,MG-U,yes,MXM
Toliara Airport,MG,MG-U,yes,TLE
Mbanza Congo Airport,AO,AO-ZAI,yes,SSY
Cabinda Airport,AO,AO-CAB,yes,CAB
Catumbela Airport,AO,AO-BGU,yes,CBT
Funadhoo Airport,MV,MV-24,yes,FND
Dundo Airport,AO,AO-LNO,yes,DUE
Ngjiva Pereira Airport,AO,AO-CNN,yes,VPE
Nova Lisboa Airport,AO,AO-HUA,yes,NOV
Quatro de Fevereiro International Airport,AO,AO-LUA,yes,LAD
Malanje Airport,AO,AO-MAL,yes,MEG
Menongue Airport,AO,AO-CCU,yes,SPP
Welwitschia Mirabilis International Airport,AO,AO-NAM,yes,MSZ
Negage Airport,AO,AO-UIG,yes,GXG
Soyo Airport,AO,AO-ZAI,yes,SZA
Lubango Airport,AO,AO-HUI,yes,SDD
Koulamoutou Mabimbi Airport,GA,GA-7,yes,KOU
Mouilla Ville Airport,GA,GA-4,yes,MJL
Oyem Airport,GA,GA-9,yes,OYE
Port Gentil Airport,GA,GA-8,yes,POG
Makokou Airport,GA,GA-6,yes,MKU
Libreville Leon M'ba International Airport,GA,GA-1,yes,LBV
M'Vengue El Hadj Omar Bongo Ondimba International Airport,GA,GA-2,yes,MVB
Tchibanga Airport,GA,GA-5,yes,TCH
Principe Airport,ST,ST-P,yes,PCP
São Tomé International Airport,ST,ST-01,yes,TMS
Beira Airport,MZ,MZ-S,yes,BEW
Chimoio Airport,MZ,MZ-B,yes,VPY
Inhambane Airport,MZ,MZ-I,yes,INH
Lichinga Airport,MZ,MZ-A,yes,VXC
Maputo Airport,MZ,MZ-MPM,yes,MPM
Nampula Airport,MZ,MZ-N,yes,APL
Pemba Airport,MZ,MZ-P,yes,POL
Quelimane Airport,MZ,MZ-Q,yes,UEL
Chingozi Airport,MZ,MZ-T,yes,TET
Vilankulo Airport,MZ,MZ-I,yes,VNX
Xai-Xai Chongoene Airport,MZ,MZ-G,yes,VJB
Seychelles International Airport,SC,SC-20,yes,SEZ
Praslin Airport,SC,SC-14,yes,PRI
Sarh Airport,TD,TD-MC,yes,SRH
Abeche Airport,TD,TD-OD,yes,AEH
Moundou Airport,TD,TD-LO,yes,MQQ
N'Djamena International Airport,TD,TD-ND,yes,NDJ
Joshua Mqabuko Nkomo International Airport,ZW,ZW-BU,yes,BUQ
Victoria Falls International Airport,ZW,ZW-MN,yes,VFA
Robert Gabriel Mugabe International Airport,ZW,ZW-HA,yes,HRE
Chileka International Airport,MW,MW-BL,yes,BLZ
Lilongwe International Airport,MW,MW-LI,yes,LLW
Moshoeshoe I International Airport,LS,LS-A,yes,MSU
Halali Airport,,NA-OT,yes,HAL
Katima Mulilo Airport,,NA-CA,yes,MPA
Luderitz Airport,,NA-KA,yes,LUD
Ondangwa Airport,,NA-ON,yes,OND
Oranjemund Airport,,NA-KA,yes,OMD
Rundu Airport,,NA-KE,yes,NDU
Walvis Bay Airport,,NA-ER,yes,WVB
Eros Airport,,NA-KH,yes,ERS
Hosea Kutako International Airport,,NA-KH,yes,WDH
Ndjili International Airport,CD,CD-KN,yes,FIH
Boma Airport,CD,CD-BC,yes,BOA
Inongo Airport,CD,CD-MN,yes,INO
Nioki Airport,CD,CD-MN,yes,NIO
Bandundu Airport,CD,CD-KL,yes,FDU
Kiri Airport,CD,CD-MN,yes,KRZ
Kikwit Airport,CD,CD-KL,yes,KKW
Mbandaka Airport,CD,CD-EQ,yes,MDK
Basankusu Airport,CD,CD-EQ,yes,BSU
Gbadolite Airport,CD,CD-NU,yes,BDT
Gemena Airport,CD,CD-SU,yes,GMA
Boende Airport,CD,CD-TU,yes,BNB
Bangoka International Airport,CD,CD-TO,yes,FKI
Matari Airport,CD,CD-HU,yes,IRP
Bunia Airport,CD,CD-IT,yes,BUX
Goma International Airport,CD,CD-NK,yes,GOM
Kindu Airport,CD,CD-MA,yes,KND
Lubumbashi International Airport,CD,CD-HK,yes,FBM
Kolwezi Airport,CD,CD-LU,yes,KWZ
Kalemie Airport,CD,CD-TA,yes,FMI
Kamina City Airport,CD,CD-HL,yes,KMN
Kananga Airport,CD,CD-KC,yes,KGA
Tshikapa Airport,CD,CD-KS,yes,TSH
Lodja Airport,CD,CD-SA,yes,LJA
Ilebo Airport,CD,CD-KS,yes,PFR
Mbuji Mayi Airport,CD,CD-KE,yes,MJM
Gamba Airport,GA,GA-8,yes,GAX
Modibo Keita International Airport,ML,ML-2,yes,BKO
Gao Airport,ML,ML-7,yes,GAQ
Kayes Dag Dag Airport,ML,ML-1,yes,KYS
Mopti Ambodédjo International Airport,ML,ML-5,yes,MZI
Timbuktu Airport,ML,ML-7,yes,TOM
Foula Airfield,GB,GB-SCT,yes,FOA
Banjul International Airport,GM,GM-W,yes,BJL
Fuerteventura Airport,ES,ES-CN,yes,FUE
La Gomera Airport,ES,ES-CN,yes,GMZ
El Hierro Airport,ES,ES-CN,yes,VDE
La Palma Airport,ES,ES-CN,yes,SPC
Gran Canaria Airport,ES,ES-CN,yes,LPA
César Manrique-Lanzarote Airport,ES,ES-CN,yes,ACE
Tenerife Sur Airport,ES,ES-CN,yes,TFS
Tenerife Norte-Ciudad de La Laguna Airport,ES,ES-CN,yes,TFN
Melilla Airport,ES,ES-ML,yes,MLN
Camopi Airport,GF,GF-CY,yes,OYC
Bo Airport,SL,SL-S,yes,KBS
Kenema Airport,SL,SL-E,yes,KEN
Lungi International Airport,SL,SL-N,yes,FNA
Yengema Airport,SL,SL-E,yes,WYE
Osvaldo Vieira International Airport,GW,GW-BS,yes,OXB
Spriggs Payne Airport,LR,LR-MO,yes,MLW
Roberts International Airport,LR,LR-MG,yes,ROB
Al Massira Airport,MA,MA-AGD,yes,AGA
Tan Tan Airport,MA,MA-TNT,yes,TTA
Fes Saïss International Airport,MA,MA-FES,yes,FEZ
Moulay Ali Cherif Airport,MA,MA-ERR,yes,ERH
Oujda Angads Airport,MA,MA-OUJ,yes,OUD
Smara Airport,EH,EH-U-A,yes,SMW
Beni Mellal Airport,MA,MA-BEM,yes,BEM
Rabat-Salé Airport,MA,MA-RBA,yes,RBA
Dakhla Airport,EH,EH-U-A,yes,VIL
Essaouira-Mogador Airport,MA,MA-ESI,yes,ESU
Hassan I Airport,EH,EH-U-A,yes,EUN
Mohammed V International Airport,MA,MA-CAS,yes,CMN
Nador Al Aaroui International Airport,MA,MA-NAD,yes,NDR
Menara Airport,MA,MA-MAR,yes,RAK
Ouarzazate Airport,MA,MA-OUA,yes,OZZ
Golog Maqên Airport,CN,CN-63,yes,GMQ
Cherif Al Idrissi Airport,MA,MA-HOC,yes,AHU
Sania Ramel Airport,MA,MA-TET,yes,TTU
Tangier Ibn Battuta Airport,MA,MA-TNG,yes,TNG
Goodnews Airport,US,US-AK,yes,GNU
Blaise Diagne International Airport,SN,SN-DK,yes,DSS
Ziguinchor Airport,SN,SN-ZG,yes,ZIG
Cap Skirring Airport,SN,SN-ZG,yes,CSK
Ouro Sogui Airport,SN,SN-MT,yes,MAX
Saint Louis Airport,SN,SN-SL,yes,XLS
Tambacounda Airport,SN,SN-TC,yes,TUD
Nouakchott–Oumtounsy International Airport,MR,MR-NKC,yes,NKC
Nouadhibou International Airport,MR,MR-08,yes,NDB
